,liste,nomNuance,nuance,annee,election,tour,region,departement,canton,inscrits,votants,exprimes,voix,clef,code_canton,voixPourcent,participationPourcent,blancsNulsPourcent,Couleur,codeCouleur
13895,Mme BELAIDI Malika et M. HAVAS Jean,Union de la gauche,BC-UG,2015,Départementales,1,52,72,09,20350,10727,10149,1593,Départementales12015,72009,15.7,52.71,2.84,Rose,#FF5E9A
13896,Mme BENBELKACEM Sarah et M. GIBLIN Jérôme,Union de la gauche,BC-UG,2015,Départementales,1,11,94,12,24556,9853,9525,2003,Départementales12015,94012,21.03,40.12,1.34,Rose clair,#FFAECD
13897,Mme BENBELKACEM Sarah et M. GIBLIN Jérôme,Union de la gauche,BC-UG,2015,Départementales,1,11,94,12,24556,9853,9525,2003,Départementales12015,94012,21.03,40.12,1.34,Rose,#FF5E9A
13898,Mme BENCHARIF Zahra et M. SACCUCCI Yann,Union de la gauche,BC-UG,2015,Départementales,1,84,42,14,21589,9331,8993,2678,Départementales12015,42014,29.78,43.22,1.57,Rose clair,#FFAECD
13899,Mme BENCHARIF Zahra et M. SACCUCCI Yann,Union de la gauche,BC-UG,2015,Départementales,1,84,42,14,21589,9331,8993,2678,Départementales12015,42014,29.78,43.22,1.57,Rose,#FF5E9A
13900,Mme BENCHARIF Zahra et M. SACCUCCI Yann,Union de la gauche,BC-UG,2015,Départementales,2,84,42,14,21589,9238,8485,3921,Départementales22015,42014,46.21,42.79,3.49,Rose clair,#FFAECD
13901,Mme BENCHARIF Zahra et M. SACCUCCI Yann,Union de la gauche,BC-UG,2015,Départementales,2,84,42,14,21589,9238,8485,3921,Départementales22015,42014,46.21,42.79,3.49,Rose,#FF5E9A
13902,Mme BENEDINI Catherine et M. STOTER Jean-Jacques,Union de la gauche,BC-UG,2015,Départementales,1,32,80,04,18903,10814,10267,4280,Départementales12015,80004,41.69,57.21,2.89,Rose clair,#FFAECD
13903,Mme BENEDINI Catherine et M. STOTER Jean-Jacques,Union de la gauche,BC-UG,2015,Départementales,1,32,80,04,18903,10814,10267,4280,Départementales12015,80004,41.69,57.21,2.89,Rose,#FF5E9A
13904,Mme BENEDINI Catherine et M. STOTER Jean-Jacques,Union de la gauche,BC-UG,2015,Départementales,2,32,80,04,18902,10979,9887,5611,Départementales22015,80004,56.75,58.08,5.78,Rose clair,#FFAECD
13905,Mme BENEDINI Catherine et M. STOTER Jean-Jacques,Union de la gauche,BC-UG,2015,Départementales,2,32,80,04,18902,10979,9887,5611,Départementales22015,80004,56.75,58.08,5.78,Rose,#FF5E9A
13906,Mme BENOIT Fanny et M. SAGNIER Stéphane,Union de la gauche,BC-UG,2015,Départementales,1,32,62,24,26208,12614,11962,1733,Départementales12015,62024,14.49,48.13,2.49,Rose clair,#FFAECD
13907,Mme BENOIT Fanny et M. SAGNIER Stéphane,Union de la gauche,BC-UG,2015,Départementales,1,32,62,24,26208,12614,11962,1733,Départementales12015,62024,14.49,48.13,2.49,Rose,#FF5E9A
13908,Mme BENOIT Sylvie et M. THOMAZON Gérard,Union de la gauche,BC-UG,2015,Départementales,1,75,23,06,5332,3331,3200,995,Départementales12015,23006,31.09,62.47,2.46,Rose clair,#FFAECD
13909,Mme BENOIT Sylvie et M. THOMAZON Gérard,Union de la gauche,BC-UG,2015,Départementales,1,75,23,06,5332,3331,3200,995,Départementales12015,23006,31.09,62.47,2.46,Rose,#FF5E9A
13910,Mme BENOIT Sylvie et M. THOMAZON Gérard,Union de la gauche,BC-UG,2015,Départementales,2,75,23,06,5333,3406,3143,1467,Départementales22015,23006,46.68,63.87,4.93,Rose clair,#FFAECD
13911,Mme BENOIT Sylvie et M. THOMAZON Gérard,Union de la gauche,BC-UG,2015,Départementales,2,75,23,06,5333,3406,3143,1467,Départementales22015,23006,46.68,63.87,4.93,Rose,#FF5E9A
13912,Mme BERNARD Cinderella et M. LE MEAUX Vincent,Union de la gauche,BC-UG,2015,Départementales,1,53,22,01,16591,9539,8935,4048,Départementales12015,22001,45.3,57.5,3.64,Rose clair,#FFAECD
13913,Mme BERNARD Cinderella et M. LE MEAUX Vincent,Union de la gauche,BC-UG,2015,Départementales,1,53,22,01,16591,9539,8935,4048,Départementales12015,22001,45.3,57.5,3.64,Rose,#FF5E9A
13914,Mme BERNARD Cinderella et M. LE MEAUX Vincent,Union de la gauche,BC-UG,2015,Départementales,2,53,22,01,16590,9099,8230,5025,Départementales22015,22001,61.06,54.85,5.24,Rose clair,#FFAECD
13915,Mme BERNARD Cinderella et M. LE MEAUX Vincent,Union de la gauche,BC-UG,2015,Départementales,2,53,22,01,16590,9099,8230,5025,Départementales22015,22001,61.06,54.85,5.24,Rose,#FF5E9A
13916,Mme BERNARD Cécile et M. FONTAINE Michel,Union de la gauche,BC-UG,2015,Départementales,1,84,01,06,17303,8674,8359,2990,Départementales12015,01006,35.77,50.13,1.82,Rose clair,#FFAECD
13917,Mme BERNARD Cécile et M. FONTAINE Michel,Union de la gauche,BC-UG,2015,Départementales,1,84,01,06,17303,8674,8359,2990,Départementales12015,01006,35.77,50.13,1.82,Rose,#FF5E9A
13918,Mme BERNARD Cécile et M. FONTAINE Michel,Union de la gauche,BC-UG,2015,Départementales,2,84,01,06,17304,8828,8299,3890,Départementales22015,01006,46.87,51.02,3.06,Rose clair,#FFAECD
13919,Mme BERNARD Cécile et M. FONTAINE Michel,Union de la gauche,BC-UG,2015,Départementales,2,84,01,06,17304,8828,8299,3890,Départementales22015,01006,46.87,51.02,3.06,Rose,#FF5E9A
13920,Mme BERNARD Valérie et M. POURCHON Alexandre,Union de la gauche,BC-UG,2015,Départementales,1,84,63,10,11918,4767,4526,1379,Départementales12015,63010,30.47,40.0,2.02,Rose clair,#FFAECD
13921,Mme BERNARD Valérie et M. POURCHON Alexandre,Union de la gauche,BC-UG,2015,Départementales,1,84,63,10,11918,4767,4526,1379,Départementales12015,63010,30.47,40.0,2.02,Rose,#FF5E9A
13922,Mme BERNARD Valérie et M. POURCHON Alexandre,Union de la gauche,BC-UG,2015,Départementales,2,84,63,10,11918,4808,4353,2853,Départementales22015,63010,65.54,40.34,3.82,Rose clair,#FFAECD
13923,Mme BERNARD Valérie et M. POURCHON Alexandre,Union de la gauche,BC-UG,2015,Départementales,2,84,63,10,11918,4808,4353,2853,Départementales22015,63010,65.54,40.34,3.82,Rose,#FF5E9A
13924,Mme BERNAZEAU Anne-Marie et M. ROY Francis,Union de la gauche,BC-UG,2015,Départementales,1,75,16,18,16170,8335,7918,2362,Départementales12015,16018,29.83,51.55,2.58,Rose clair,#FFAECD
13925,Mme BERNAZEAU Anne-Marie et M. ROY Francis,Union de la gauche,BC-UG,2015,Départementales,1,75,16,18,16170,8335,7918,2362,Départementales12015,16018,29.83,51.55,2.58,Rose,#FF5E9A
13926,Mme BERNAZEAU Anne-Marie et M. ROY Francis,Union de la gauche,BC-UG,2015,Départementales,2,75,16,18,16169,8210,7427,3255,Départementales22015,16018,43.83,50.78,4.84,Rose clair,#FFAECD
13927,Mme BERNAZEAU Anne-Marie et M. ROY Francis,Union de la gauche,BC-UG,2015,Départementales,2,75,16,18,16169,8210,7427,3255,Départementales22015,16018,43.83,50.78,4.84,Rose,#FF5E9A
13928,Mme BESNIER Anne et M. CHARNELET Nicolas,Union de la gauche,BC-UG,2015,Départementales,1,24,45,03,21461,11302,10805,3028,Départementales12015,45003,28.02,52.66,2.32,Rose clair,#FFAECD
13929,Mme BESNIER Anne et M. CHARNELET Nicolas,Union de la gauche,BC-UG,2015,Départementales,1,24,45,03,21461,11302,10805,3028,Départementales12015,45003,28.02,52.66,2.32,Rose,#FF5E9A
13930,Mme BESNIER Anne et M. CHARNELET Nicolas,Union de la gauche,BC-UG,2015,Départementales,2,24,45,03,21461,11889,11495,3631,Départementales22015,45003,31.59,55.4,1.84,Rose clair,#FFAECD
13931,Mme BESNIER Anne et M. CHARNELET Nicolas,Union de la gauche,BC-UG,2015,Départementales,2,24,45,03,21461,11889,11495,3631,Départementales22015,45003,31.59,55.4,1.84,Rose,#FF5E9A
13932,Mme BEUZE Lola et M. CHIVILO Charles,Union de la gauche,BC-UG,2015,Départementales,1,76,66,15,21349,12346,11784,3625,Départementales12015,66015,30.76,57.83,2.63,Rose clair,#FFAECD
13933,Mme BEUZE Lola et M. CHIVILO Charles,Union de la gauche,BC-UG,2015,Départementales,1,76,66,15,21349,12346,11784,3625,Départementales12015,66015,30.76,57.83,2.63,Rose,#FF5E9A
13934,Mme BEUZE Lola et M. CHIVILO Charles,Union de la gauche,BC-UG,2015,Départementales,2,76,66,15,21339,13327,12826,4739,Départementales22015,66015,36.95,62.45,2.35,Rose clair,#FFAECD
13935,Mme BEUZE Lola et M. CHIVILO Charles,Union de la gauche,BC-UG,2015,Départementales,2,76,66,15,21339,13327,12826,4739,Départementales22015,66015,36.95,62.45,2.35,Rose,#FF5E9A
13936,Mme BEYRIE Maryse et M. PELIEU Michel,Union de la gauche,BC-UG,2015,Départementales,1,76,65,08,10755,6051,5227,3927,Départementales12015,65008,75.13,56.26,7.66,Rose clair,#FFAECD
13937,Mme BEYRIE Maryse et M. PELIEU Michel,Union de la gauche,BC-UG,2015,Départementales,1,76,65,08,10755,6051,5227,3927,Départementales12015,65008,75.13,56.26,7.66,Rose,#FF5E9A
13938,Mme BILLANT-BARTHELEMY Anne et M. LETIENT Marc,Union de la gauche,BC-UG,2015,Départementales,1,93,83,02,40038,20551,19609,3053,Départementales12015,83002,15.57,51.33,2.35,Rose clair,#FFAECD
13939,Mme BILLANT-BARTHELEMY Anne et M. LETIENT Marc,Union de la gauche,BC-UG,2015,Départementales,1,93,83,02,40038,20551,19609,3053,Départementales12015,83002,15.57,51.33,2.35,Rose,#FF5E9A
13940,Mme BIZAT Dominique et M. DESBORDES Olivier,Union de la gauche,BC-UG,2015,Départementales,1,76,46,16,7606,4670,4438,1371,Départementales12015,46016,30.89,61.4,3.05,Rose clair,#FFAECD
13941,Mme BIZAT Dominique et M. DESBORDES Olivier,Union de la gauche,BC-UG,2015,Départementales,1,76,46,16,7606,4670,4438,1371,Départementales12015,46016,30.89,61.4,3.05,Rose,#FF5E9A
13942,Mme BIZAT Dominique et M. DESBORDES Olivier,Union de la gauche,BC-UG,2015,Départementales,2,76,46,16,7608,4743,4383,2330,Départementales22015,46016,53.16,62.34,4.73,Rose clair,#FFAECD
13943,Mme BIZAT Dominique et M. DESBORDES Olivier,Union de la gauche,BC-UG,2015,Départementales,2,76,46,16,7608,4743,4383,2330,Départementales22015,46016,53.16,62.34,4.73,Rose,#FF5E9A
13944,Mme BLEIKER Marie-Christine et M. DI FABIO Joël,Union de la gauche,BC-UG,2015,Départementales,1,75,64,26,23122,11956,11315,1506,Départementales12015,64026,13.31,51.71,2.77,Rose clair,#FFAECD
13945,Mme BLEIKER Marie-Christine et M. DI FABIO Joël,Union de la gauche,BC-UG,2015,Départementales,1,75,64,26,23122,11956,11315,1506,Départementales12015,64026,13.31,51.71,2.77,Rose,#FF5E9A
13946,Mme BLONDEL Martine et M. CORITON Bastien,Union de la gauche,BC-UG,2015,Départementales,1,28,76,25,22789,12101,11681,4783,Départementales12015,76025,40.95,53.1,1.84,Rose clair,#FFAECD
13947,Mme BLONDEL Martine et M. CORITON Bastien,Union de la gauche,BC-UG,2015,Départementales,1,28,76,25,22789,12101,11681,4783,Départementales12015,76025,40.95,53.1,1.84,Rose,#FF5E9A
13948,Mme BLONDEL Martine et M. CORITON Bastien,Union de la gauche,BC-UG,2015,Départementales,2,28,76,25,22788,11577,10780,5949,Départementales22015,76025,55.19,50.8,3.5,Rose clair,#FFAECD
13949,Mme BLONDEL Martine et M. CORITON Bastien,Union de la gauche,BC-UG,2015,Départementales,2,28,76,25,22788,11577,10780,5949,Départementales22015,76025,55.19,50.8,3.5,Rose,#FF5E9A
13950,Mme BOCQUET Nadine et M. DUPUIS Emmanuel,Union de la gauche,BC-UG,2015,Départementales,1,24,45,09,26024,12394,11616,1894,Départementales12015,45009,16.31,47.63,2.99,Rose clair,#FFAECD
13951,Mme BOCQUET Nadine et M. DUPUIS Emmanuel,Union de la gauche,BC-UG,2015,Départementales,1,24,45,09,26024,12394,11616,1894,Départementales12015,45009,16.31,47.63,2.99,Rose,#FF5E9A
13952,Mme BODIN Carole et M. GOURLAY Philippe,Union de la gauche,BC-UG,2015,Départementales,1,24,36,12,13218,7216,6782,1334,Départementales12015,36012,19.67,54.59,3.28,Rose clair,#FFAECD
13953,Mme BODIN Carole et M. GOURLAY Philippe,Union de la gauche,BC-UG,2015,Départementales,1,24,36,12,13218,7216,6782,1334,Départementales12015,36012,19.67,54.59,3.28,Rose,#FF5E9A
13954,Mme BOLLACHE Anne et M. BORRONI Mario,Union de la gauche,BC-UG,2015,Départementales,1,84,01,16,14802,8025,7772,2049,Départementales12015,01016,26.36,54.22,1.71,Rose clair,#FFAECD
13955,Mme BOLLACHE Anne et M. BORRONI Mario,Union de la gauche,BC-UG,2015,Départementales,1,84,01,16,14802,8025,7772,2049,Départementales12015,01016,26.36,54.22,1.71,Rose,#FF5E9A
13956,Mme BOLLACHE Anne et M. BORRONI Mario,Union de la gauche,BC-UG,2015,Départementales,2,84,01,16,14800,8274,8102,2415,Départementales22015,01016,29.81,55.91,1.16,Rose clair,#FFAECD
13957,Mme BOLLACHE Anne et M. BORRONI Mario,Union de la gauche,BC-UG,2015,Départementales,2,84,01,16,14800,8274,8102,2415,Départementales22015,01016,29.81,55.91,1.16,Rose,#FF5E9A
13958,Mme BONILLO-DERAM Elisabeth et M. PILARDEAU Erik,Union de la gauche,BC-UG,2015,Départementales,1,44,08,02,11184,5338,4951,2418,Départementales12015,08002,48.84,47.73,3.46,Rose clair,#FFAECD
13959,Mme BONILLO-DERAM Elisabeth et M. PILARDEAU Erik,Union de la gauche,BC-UG,2015,Départementales,1,44,08,02,11184,5338,4951,2418,Départementales12015,08002,48.84,47.73,3.46,Rose,#FF5E9A
13960,Mme BONILLO-DERAM Elisabeth et M. PILARDEAU Erik,Union de la gauche,BC-UG,2015,Départementales,2,44,08,02,11184,5494,5122,2848,Départementales22015,08002,55.6,49.12,3.33,Rose clair,#FFAECD
13961,Mme BONILLO-DERAM Elisabeth et M. PILARDEAU Erik,Union de la gauche,BC-UG,2015,Départementales,2,44,08,02,11184,5494,5122,2848,Départementales22015,08002,55.6,49.12,3.33,Rose,#FF5E9A
13962,Mme BONNARD TREVISAN Florence et M. POTELET Michel,Union de la gauche,BC-UG,2015,Départementales,1,32,02,12,19901,11554,11039,3908,Départementales12015,02012,35.4,58.06,2.59,Rose clair,#FFAECD
13963,Mme BONNARD TREVISAN Florence et M. POTELET Michel,Union de la gauche,BC-UG,2015,Départementales,1,32,02,12,19901,11554,11039,3908,Départementales12015,02012,35.4,58.06,2.59,Rose,#FF5E9A
13964,Mme BONNARD TREVISAN Florence et M. POTELET Michel,Union de la gauche,BC-UG,2015,Départementales,2,32,02,12,19901,12093,11733,4687,Départementales22015,02012,39.95,60.77,1.81,Rose clair,#FFAECD
13965,Mme BONNARD TREVISAN Florence et M. POTELET Michel,Union de la gauche,BC-UG,2015,Départementales,2,32,02,12,19901,12093,11733,4687,Départementales22015,02012,39.95,60.77,1.81,Rose,#FF5E9A
13966,Mme BONNEFOY Vanessa et M. ROUSSY Michel,Union de la gauche,BC-UG,2015,Départementales,1,84,15,01,9156,5555,5116,1506,Départementales12015,15001,29.44,60.67,4.79,Rose clair,#FFAECD
13967,Mme BONNEFOY Vanessa et M. ROUSSY Michel,Union de la gauche,BC-UG,2015,Départementales,1,84,15,01,9156,5555,5116,1506,Départementales12015,15001,29.44,60.67,4.79,Rose,#FF5E9A
13968,Mme BONNET Céline et M. LAUTIER Xavier,Union de la gauche,BC-UG,2015,Départementales,1,84,07,01,14458,7152,6847,2127,Départementales12015,07001,31.06,49.47,2.11,Rose clair,#FFAECD
13969,Mme BONNET Céline et M. LAUTIER Xavier,Union de la gauche,BC-UG,2015,Départementales,1,84,07,01,14458,7152,6847,2127,Départementales12015,07001,31.06,49.47,2.11,Rose,#FF5E9A
13970,Mme BONNET Céline et M. LAUTIER Xavier,Union de la gauche,BC-UG,2015,Départementales,2,84,07,01,14457,7158,6523,2913,Départementales22015,07001,44.66,49.51,4.39,Rose clair,#FFAECD
13971,Mme BONNET Céline et M. LAUTIER Xavier,Union de la gauche,BC-UG,2015,Départementales,2,84,07,01,14457,7158,6523,2913,Départementales22015,07001,44.66,49.51,4.39,Rose,#FF5E9A
13972,Mme BOQUET Maryvonne et M. VERA Bernard,Union de la gauche,BC-UG,2015,Départementales,1,11,91,05,45860,23810,23038,6594,Départementales12015,91005,28.62,51.92,1.68,Rose clair,#FFAECD
13973,Mme BOQUET Maryvonne et M. VERA Bernard,Union de la gauche,BC-UG,2015,Départementales,1,11,91,05,45860,23810,23038,6594,Départementales12015,91005,28.62,51.92,1.68,Rose,#FF5E9A
13974,Mme BOQUET Maryvonne et M. VERA Bernard,Union de la gauche,BC-UG,2015,Départementales,2,11,91,05,45857,22570,20665,8730,Départementales22015,91005,42.25,49.22,4.15,Rose clair,#FFAECD
13975,Mme BOQUET Maryvonne et M. VERA Bernard,Union de la gauche,BC-UG,2015,Départementales,2,11,91,05,45857,22570,20665,8730,Départementales22015,91005,42.25,49.22,4.15,Rose,#FF5E9A
13976,Mme BORSOI Laurence et M. DURAND Bernard,Union de la gauche,BC-UG,2015,Départementales,1,27,71,12,11912,5154,4894,1571,Départementales12015,71012,32.1,43.27,2.18,Rose clair,#FFAECD
13977,Mme BORSOI Laurence et M. DURAND Bernard,Union de la gauche,BC-UG,2015,Départementales,1,27,71,12,11912,5154,4894,1571,Départementales12015,71012,32.1,43.27,2.18,Rose,#FF5E9A
13978,Mme BORSOI Laurence et M. DURAND Bernard,Union de la gauche,BC-UG,2015,Départementales,2,27,71,12,11911,5291,4811,2497,Départementales22015,71012,51.9,44.42,4.03,Rose clair,#FFAECD
13979,Mme BORSOI Laurence et M. DURAND Bernard,Union de la gauche,BC-UG,2015,Départementales,2,27,71,12,11911,5291,4811,2497,Départementales22015,71012,51.9,44.42,4.03,Rose,#FF5E9A
13980,Mme BOSSE Dominique et M. FRIAUD Stéphane,Union de la gauche,BC-UG,2015,Départementales,1,84,63,25,14905,7997,7567,2479,Départementales12015,63025,32.76,53.65,2.88,Rose clair,#FFAECD
13981,Mme BOSSE Dominique et M. FRIAUD Stéphane,Union de la gauche,BC-UG,2015,Départementales,1,84,63,25,14905,7997,7567,2479,Départementales12015,63025,32.76,53.65,2.88,Rose,#FF5E9A
13982,Mme BOSSE Dominique et M. FRIAUD Stéphane,Union de la gauche,BC-UG,2015,Départementales,2,84,63,25,14905,8047,7408,3602,Départementales22015,63025,48.62,53.99,4.29,Rose clair,#FFAECD
13983,Mme BOSSE Dominique et M. FRIAUD Stéphane,Union de la gauche,BC-UG,2015,Départementales,2,84,63,25,14905,8047,7408,3602,Départementales22015,63025,48.62,53.99,4.29,Rose,#FF5E9A
13984,Mme BOST Christine et M. SAUBUSSE Stéphane,Union de la gauche,BC-UG,2015,Départementales,1,75,33,25,38303,18922,18241,7779,Départementales12015,33025,42.65,49.4,1.78,Rose clair,#FFAECD
13985,Mme BOST Christine et M. SAUBUSSE Stéphane,Union de la gauche,BC-UG,2015,Départementales,1,75,33,25,38303,18922,18241,7779,Départementales12015,33025,42.65,49.4,1.78,Rose,#FF5E9A
13986,Mme BOST Christine et M. SAUBUSSE Stéphane,Union de la gauche,BC-UG,2015,Départementales,2,75,33,25,38303,17911,16453,9098,Départementales22015,33025,55.3,46.76,3.81,Rose clair,#FFAECD
13987,Mme BOST Christine et M. SAUBUSSE Stéphane,Union de la gauche,BC-UG,2015,Départementales,2,75,33,25,38303,17911,16453,9098,Départementales22015,33025,55.3,46.76,3.81,Rose,#FF5E9A
13988,Mme BOUCHEZ Marie et M. CIVETTINI Anthony,Union de la gauche,BC-UG,2015,Départementales,1,93,83,16,36960,16599,15831,5089,Départementales12015,83016,32.15,44.91,2.08,Rose clair,#FFAECD
13989,Mme BOUCHEZ Marie et M. CIVETTINI Anthony,Union de la gauche,BC-UG,2015,Départementales,1,93,83,16,36960,16599,15831,5089,Départementales12015,83016,32.15,44.91,2.08,Rose,#FF5E9A
13990,Mme BOUCHEZ Marie et M. CIVETTINI Anthony,Union de la gauche,BC-UG,2015,Départementales,2,93,83,16,36960,17991,16491,7733,Départementales22015,83016,46.89,48.68,4.06,Rose clair,#FFAECD
13991,Mme BOUCHEZ Marie et M. CIVETTINI Anthony,Union de la gauche,BC-UG,2015,Départementales,2,93,83,16,36960,17991,16491,7733,Départementales22015,83016,46.89,48.68,4.06,Rose,#FF5E9A
13992,Mme BOULNOIS Danila et M. VERDAVOINE Patrick,Union de la gauche,BC-UG,2015,Départementales,1,28,27,06,17592,8970,8513,1331,Départementales12015,27006,15.63,50.99,2.6,Rose clair,#FFAECD
13993,Mme BOULNOIS Danila et M. VERDAVOINE Patrick,Union de la gauche,BC-UG,2015,Départementales,1,28,27,06,17592,8970,8513,1331,Départementales12015,27006,15.63,50.99,2.6,Rose,#FF5E9A
13994,Mme BOURBIGOT Sylvie et M. PEROCHE Michel,Union de la gauche,BC-UG,2015,Départementales,1,53,22,12,23317,12445,11805,4018,Départementales12015,22012,34.04,53.37,2.74,Rose clair,#FFAECD
13995,Mme BOURBIGOT Sylvie et M. PEROCHE Michel,Union de la gauche,BC-UG,2015,Départementales,1,53,22,12,23317,12445,11805,4018,Départementales12015,22012,34.04,53.37,2.74,Rose,#FF5E9A
13996,Mme BOURBIGOT Sylvie et M. PEROCHE Michel,Union de la gauche,BC-UG,2015,Départementales,2,53,22,12,23319,12512,11530,5569,Départementales22015,22012,48.3,53.66,4.21,Rose clair,#FFAECD
13997,Mme BOURBIGOT Sylvie et M. PEROCHE Michel,Union de la gauche,BC-UG,2015,Départementales,2,53,22,12,23319,12512,11530,5569,Départementales22015,22012,48.3,53.66,4.21,Rose,#FF5E9A
13998,Mme BOURDONCLE Catherine et M. GONZALEZ José,Union de la gauche,BC-UG,2015,Départementales,1,76,82,07,13366,7793,7420,1759,Départementales12015,82007,23.71,58.3,2.79,Rose clair,#FFAECD
13999,Mme BOURDONCLE Catherine et M. GONZALEZ José,Union de la gauche,BC-UG,2015,Départementales,1,76,82,07,13366,7793,7420,1759,Départementales12015,82007,23.71,58.3,2.79,Rose,#FF5E9A
14000,Mme BOURDONCLE Catherine et M. GONZALEZ José,Union de la gauche,BC-UG,2015,Départementales,2,76,82,07,13363,8068,7664,3023,Départementales22015,82007,39.44,60.38,3.02,Rose clair,#FFAECD
14001,Mme BOURDONCLE Catherine et M. GONZALEZ José,Union de la gauche,BC-UG,2015,Départementales,2,76,82,07,13363,8068,7664,3023,Départementales22015,82007,39.44,60.38,3.02,Rose,#FF5E9A
14002,Mme BOURGADE Régine et M. SUAU Laurent,Union de la gauche,BC-UG,2015,Départementales,1,76,48,09,4252,2606,2400,1027,Départementales12015,48009,42.79,61.29,4.84,Rose clair,#FFAECD
14003,Mme BOURGADE Régine et M. SUAU Laurent,Union de la gauche,BC-UG,2015,Départementales,1,76,48,09,4252,2606,2400,1027,Départementales12015,48009,42.79,61.29,4.84,Rose,#FF5E9A
14004,Mme BOURGADE Régine et M. SUAU Laurent,Union de la gauche,BC-UG,2015,Départementales,2,76,48,09,4252,2813,2619,1379,Départementales22015,48009,52.65,66.16,4.56,Rose clair,#FFAECD
14005,Mme BOURGADE Régine et M. SUAU Laurent,Union de la gauche,BC-UG,2015,Départementales,2,76,48,09,4252,2813,2619,1379,Départementales22015,48009,52.65,66.16,4.56,Rose,#FF5E9A
14006,Mme BOURSIER Catherine et M. CAPS Antony,Union de la gauche,BC-UG,2015,Départementales,1,44,54,02,21488,10887,10465,3046,Départementales12015,54002,29.11,50.67,1.96,Rose clair,#FFAECD
14007,Mme BOURSIER Catherine et M. CAPS Antony,Union de la gauche,BC-UG,2015,Départementales,1,44,54,02,21488,10887,10465,3046,Départementales12015,54002,29.11,50.67,1.96,Rose,#FF5E9A
14008,Mme BOURSIER Catherine et M. CAPS Antony,Union de la gauche,BC-UG,2015,Départementales,2,44,54,02,21490,10938,9990,5710,Départementales22015,54002,57.16,50.9,4.41,Rose clair,#FFAECD
14009,Mme BOURSIER Catherine et M. CAPS Antony,Union de la gauche,BC-UG,2015,Départementales,2,44,54,02,21490,10938,9990,5710,Départementales22015,54002,57.16,50.9,4.41,Rose,#FF5E9A
14010,Mme BOUSQUET-PITT Pascale et M. TORTES SAINT JAMMES Hubert,Union de la gauche,BC-UG,2015,Départementales,1,75,33,04,32688,17094,16498,4151,Départementales12015,33004,25.16,52.29,1.82,Rose clair,#FFAECD
14011,Mme BOUSQUET-PITT Pascale et M. TORTES SAINT JAMMES Hubert,Union de la gauche,BC-UG,2015,Départementales,1,75,33,04,32688,17094,16498,4151,Départementales12015,33004,25.16,52.29,1.82,Rose,#FF5E9A
14012,Mme BOUVET-MULTON Myriam et M. LARMANJAT Guy,Union de la gauche,BC-UG,2015,Départementales,1,84,01,03,12773,5743,5520,2930,Départementales12015,01003,53.08,44.96,1.75,Rose clair,#FFAECD
14013,Mme BOUVET-MULTON Myriam et M. LARMANJAT Guy,Union de la gauche,BC-UG,2015,Départementales,1,84,01,03,12773,5743,5520,2930,Départementales12015,01003,53.08,44.96,1.75,Rose,#FF5E9A
14014,Mme BOUVET-MULTON Myriam et M. LARMANJAT Guy,Union de la gauche,BC-UG,2015,Départementales,2,84,01,03,12773,5628,5263,3616,Départementales22015,01003,68.71,44.06,2.86,Rose clair,#FFAECD
14015,Mme BOUVET-MULTON Myriam et M. LARMANJAT Guy,Union de la gauche,BC-UG,2015,Départementales,2,84,01,03,12773,5628,5263,3616,Départementales22015,01003,68.71,44.06,2.86,Rose,#FF5E9A
14016,Mme BOUVIER Josiane et M. GOUBET Pierre,Union de la gauche,BC-UG,2015,Départementales,1,84,01,13,19438,9048,8790,2790,Départementales12015,01013,31.74,46.55,1.33,Rose clair,#FFAECD
14017,Mme BOUVIER Josiane et M. GOUBET Pierre,Union de la gauche,BC-UG,2015,Départementales,1,84,01,13,19438,9048,8790,2790,Départementales12015,01013,31.74,46.55,1.33,Rose,#FF5E9A
14018,Mme BOUVIER Josiane et M. GOUBET Pierre,Union de la gauche,BC-UG,2015,Départementales,2,84,01,13,19438,9811,9568,3554,Départementales22015,01013,37.14,50.47,1.25,Rose clair,#FFAECD
14019,Mme BOUVIER Josiane et M. GOUBET Pierre,Union de la gauche,BC-UG,2015,Départementales,2,84,01,13,19438,9811,9568,3554,Départementales22015,01013,37.14,50.47,1.25,Rose,#FF5E9A
14020,Mme BOUÉ Charlette et M. GENDRE Bernard,Union de la gauche,BC-UG,2015,Départementales,1,76,32,09,10338,6245,5867,2632,Départementales12015,32009,44.86,60.41,3.66,Rose clair,#FFAECD
14021,Mme BOUÉ Charlette et M. GENDRE Bernard,Union de la gauche,BC-UG,2015,Départementales,1,76,32,09,10338,6245,5867,2632,Départementales12015,32009,44.86,60.41,3.66,Rose,#FF5E9A
14022,Mme BOUÉ Charlette et M. GENDRE Bernard,Union de la gauche,BC-UG,2015,Départementales,2,76,32,09,10333,6402,6083,3116,Départementales22015,32009,51.22,61.96,3.09,Rose clair,#FFAECD
14023,Mme BOUÉ Charlette et M. GENDRE Bernard,Union de la gauche,BC-UG,2015,Départementales,2,76,32,09,10333,6402,6083,3116,Départementales22015,32009,51.22,61.96,3.09,Rose,#FF5E9A
14024,Mme BRICOT Martine et M. LEBEE Pierre-Marie,Union de la gauche,BC-UG,2015,Départementales,1,32,02,06,18207,10131,9685,2505,Départementales12015,02006,25.86,55.64,2.45,Rose clair,#FFAECD
